,Date,Open,High,Low,Close,Volume,Pearson,education,Edexcel,publisher,penguin,books
272,2018-01-30,622.0061661453136,629.6115038182656,622.0061661453136,623.8169555664062,5349941,93,100,67,86,86,92
273,2018-01-31,625.2655676586211,631.7844206544654,622.9115635055505,628.162841796875,6221421,93,93,55,98,87,90
274,2018-02-01,628.7060533291698,632.5086665673718,626.351994134056,630.8789672851562,3357043,95,98,74,89,100,97
275,2018-02-02,630.1546595578938,636.3113319611639,625.6276864288859,626.5330810546875,4478467,76,89,73,71,93,92
276,2018-02-05,620.7384709464791,626.1708381552087,619.1087718360395,624.7222290039062,3690827,100,94,84,76,77,94
277,2018-02-06,608.4251789443833,617.4791250596271,606.0711750587806,614.2197265625,5440180,94,94,82,93,86,100
278,2018-02-07,615.487192515176,623.9979232302043,612.0467043417656,621.4628295898438,5261807,98,98,98,82,85,97
279,2018-02-08,620.1954317022876,623.2737960953939,615.6684577482563,616.5738525390625,6531848,87,91,84,87,93,97
280,2018-02-09,613.3143103253805,613.6764350006806,589.4118713195813,596.4739379882812,10655252,83,84,70,73,98,92
281,2018-02-12,600.8198900369449,607.1576528232456,600.8198900369449,602.2685546875,6581227,81,88,59,79,89,96
282,2018-02-13,601.0009686321785,603.7171526319571,591.2227172851562,591.2227172851562,6242794,87,93,57,82,94,97
283,2018-02-14,595.9309107868505,607.1577739486077,591.2228464398931,604.4415893554688,7379558,83,83,57,78,88,88
284,2018-02-15,606.7954792857442,617.2980346679688,605.8900846748318,617.2980346679688,7303282,78,92,47,82,89,91
285,2018-02-16,618.7467145232299,635.2248526411441,617.1169599745106,634.3194580078125,6673110,70,80,44,65,89,91
286,2018-02-19,636.1302450882521,636.3113350664767,628.162783394496,630.8789672851562,2784199,73,84,96,69,79,93
287,2018-02-20,632.8708451888681,634.8627244233312,627.257387441164,630.6978759765625,2179311,82,93,96,96,86,100
288,2018-02-21,630.879096007167,637.3979497270125,629.6115764227811,635.0439453125,3314337,74,96,95,86,80,89
289,2018-02-22,630.3358198368625,639.208677107131,629.7925498442489,638.1221923828125,6796926,81,97,100,86,88,92
290,2018-02-23,641.019463936942,678.1406475830079,622.1872647491683,633.7763061523438,8120334,75,85,59,93,86,92
291,2018-02-26,633.7762570848653,649.711180872923,633.0519524146633,646.4517822265625,6427158,85,97,100,94,83,99
292,2018-02-27,646.0895532588621,659.6704720235039,632.6897244632623,658.2218627929688,8585374,90,100,88,91,87,98
293,2018-02-28,653.8759870354636,667.0947260074755,651.884107875885,663.1110229492188,8303960,83,90,90,100,83,95
294,2018-03-01,663.2921718443159,663.8354418509427,652.9707048493264,656.4111938476562,5376898,95,91,54,99,88,94
295,2018-03-02,651.8841530977082,655.5057317260289,648.6247544365815,650.7976684570312,4113069,85,81,62,85,97,92
296,2018-03-05,653.1516744013209,660.9380457122006,650.2544006830053,659.6704711914062,4316925,100,94,90,98,72,95
297,2018-03-06,664.9218198536582,675.9675898232344,663.1110306441013,671.98388671875,4127685,86,99,81,90,77,99
298,2018-03-07,671.6217695470525,683.2108105192312,669.267765458967,677.7784423828125,4369416,99,98,94,97,63,95
299,2018-03-08,679.2271111159863,684.840569276133,676.510927031487,682.305419921875,3758255,100,98,100,84,69,98
300,2018-03-09,679.9514796516723,685.7460283469435,676.8731152958885,680.3136596679688,4002420,82,88,55,83,94,94
301,2018-03-12,684.1162223189176,699.8701124129116,683.0297928731865,694.437744140625,4279037,94,99,76,74,68,95
302,2018-03-13,694.7999219663084,695.3431366874825,686.8324043163716,689.3675537109375,3090692,91,100,85,96,79,93
303,2018-03-14,689.3674337292776,697.3348947316019,686.1079801868054,693.5322265625,2986093,83,92,67,92,71,95
304,2018-03-15,691.721558931471,694.2566530690907,684.2973112520145,691.9026489257812,4294950,87,97,69,84,74,91
305,2018-03-16,692.2647203367947,702.4051513671874,689.0053217338736,702.4051513671875,9890002,79,81,66,84,69,89
306,2018-03-19,696.9727766009148,696.9727766009148,684.6594317111449,692.8079833984375,6109003,90,92,83,100,63,100
307,2018-03-20,691.1782819089718,698.9646536143038,690.2728872799378,691.7214965820312,3934174,88,97,67,97,67,94
308,2018-03-21,690.8161028573643,695.7052559649098,690.2728881835938,690.2728881835938,4723338,79,93,73,93,65,95
309,2018-03-22,686.1080951637398,693.3512527907224,685.2027004603669,689.548583984375,4053818,81,90,61,90,73,98
310,2018-03-23,684.1161556539561,694.6187664468083,682.3053664063162,688.82421875,5474721,71,80,78,78,79,93
311,2018-03-26,688.6431832954001,692.8080320512591,679.9514163229318,681.5811157226562,3322563,85,92,75,72,70,94
312,2018-03-27,688.2811244527613,692.2648283377329,682.6676657511662,685.3838500976562,3006919,81,96,84,82,71,93
313,2018-03-28,683.2108787546924,684.4784535508179,678.3217801001623,680.3136596679688,4985392,80,91,65,84,65,94
314,2018-03-29,680.6756578246815,684.1161462959543,676.1486847675063,678.1405639648438,3908437,73,81,68,76,77,87
315,2018-04-03,673.0703753303724,679.0459576533613,671.8028007717255,674.8811645507812,4255899,66,88,46,57,61,98
316,2018-04-04,673.6136453181933,679.0460134255982,668.543457188978,672.5271606445312,3567526,68,84,43,80,63,94
317,2018-04-05,686.3310330453878,687.4353581073339,672.1590392833822,674.5516967773438,4615241,76,87,45,78,62,95
318,2018-04-06,674.5517258534709,684.6746030490891,673.8155278365422,681.913818359375,4868224,58,79,34,71,68,94
319,2018-04-09,683.5702380344329,691.3004571816849,683.3861744988689,685.9629516601562,3229630,70,93,48,84,63,98
320,2018-04-10,689.0917874416981,709.1534765434044,687.2512644751507,705.656494140625,4972518,75,93,62,89,59,94
321,2018-04-11,703.263966549671,710.0738690817872,701.7915142036871,703.8161010742188,3626990,64,96,60,78,62,91
322,2018-04-12,703.2638050954375,710.073706064147,702.3435436535875,707.8651123046875,2513344,69,100,44,73,66,92
323,2018-04-13,707.129017843395,708.969540996378,701.2393212865258,702.5277099609375,3158742,70,83,61,71,68,89
324,2018-04-16,702.1595458984375,705.1043940218432,698.1103727077165,702.1595458984375,3031531,100,95,97,69,62,93
325,2018-04-17,702.8957047616246,712.0983195298269,699.2146588543437,711.3621215820312,4115482,89,94,91,100,67,99
326,2018-04-18,713.0185835863905,718.3560889375985,706.0246188045734,712.6505126953125,3755471,86,90,90,85,63,92
327,2018-04-19,712.6505528735495,717.4358679054751,708.4173161252146,713.7548217773438,3304540,83,87,75,78,62,94
328,2018-04-20,716.8836780470244,729.0311405646652,716.8836780470244,721.4849853515625,3605409,70,80,65,63,67,89
329,2018-04-23,722.0371782760935,736.0251648491634,719.0923862971791,733.6325073242188,3336576,90,90,95,65,63,93
330,2018-04-24,734.9207534947391,736.0250784413398,708.9694261752718,723.1414184570312,7587438,76,97,76,72,66,96
331,2018-04-25,720.564714354098,734.0005090382076,715.4112727085412,732.896240234375,3451996,80,87,100,73,100,92
332,2018-04-26,733.8165137175791,746.8841815691848,729.0311428720535,745.2277221679688,3333753,70,88,82,71,78,88
333,2018-04-27,746.7002850699295,760.8722800158251,744.3075712077812,756.6390991210938,4305175,76,84,69,68,76,90
334,2018-04-30,760.5041849874474,770.0748716279545,757.3752731777129,767.3140869140625,3965334,82,88,96,62,68,88
335,2018-05-01,765.6576032080676,775.7804801735589,760.8722319543557,765.10546875,3101143,100,100,54,84,100,100
336,2018-05-02,766.5778888906864,773.7559179131439,758.111471201089,767.3140869140625,7525559,88,96,56,100,92,94
337,2018-05-03,768.0502582502742,768.9705197895955,760.872229477229,763.8170776367188,3421154,98,97,46,97,95,91
338,2018-05-04,768.0502143717677,823.2659035765907,768.0502143717677,822.3456420898438,14648415,89,85,52,86,90,86
339,2018-05-08,819.5849181831898,839.8306723874467,819.4009108068882,838.3582763671875,6282668,93,97,66,93,90,95
340,2018-05-09,833.2048103688221,842.0392985750742,825.4745910621219,841.3031005859375,5086646,88,99,68,81,84,93
341,2018-05-10,842.0392933370488,851.4259721029918,838.9103816922991,847.0087280273438,3685498,87,96,63,92,88,92
342,2018-05-11,844.4319772825481,852.8983947909468,844.2479699068738,847.9290161132812,3935547,83,84,55,76,78,87
343,2018-05-14,845.720366310257,846.0884933983897,831.1802450219358,837.0698852539062,4279440,86,95,83,92,86,89
344,2018-05-15,832.6526618360074,845.352260337493,832.4685982873434,835.9656372070312,5391834,86,90,80,81,84,91
345,2018-05-16,836.149721560619,845.1683307605949,835.965714163325,837.4381103515625,4586713,93,90,77,82,89,90
346,2018-05-17,835.0453179623045,853.266484655468,835.0453179623045,847.5608520507812,4350567,86,89,62,86,90,93
347,2018-05-18,847.0088540800489,852.1622969071943,836.7019122574437,837.4381103515625,4730473,73,85,53,76,84,82
348,2018-05-21,840.198786385068,852.7143208671833,840.198786385068,851.057861328125,3872533,79,91,70,82,89,94
349,2018-05-22,849.5854811963862,855.6591850091258,843.327713838468,844.8001098632812,3656321,80,93,83,90,81,92
350,2018-05-23,844.9841813664171,848.6652276314259,834.677240590731,840.3828735351562,3651619,87,94,100,99,78,97
351,2018-05-24,840.0147332127794,841.4871853965798,829.3397216796875,829.3397216796875,5698461,85,87,82,89,85,88
352,2018-05-25,837.8061393504565,839.462598910281,829.8918563028168,834.4931640625,3839412,73,80,36,65,84,86
353,2018-05-29,830.2599831509684,832.4685771739935,820.3211696265863,826.7630004882812,4046432,79,90,41,80,81,93
354,2018-05-30,828.4194229825343,829.1556209572705,823.0819174553161,826.3948364257812,4118666,84,90,44,66,80,92
355,2018-05-31,826.2107811307702,835.5974598651187,826.2107811307702,829.707763671875,9645251,66,92,49,81,91,90
356,2018-06-01,832.4685397300036,834.6771898219923,822.7137901883806,823.818115234375,4005636,87,90,32,81,89,94
357,2018-06-04,824.3703211652046,830.0759542573986,823.2659960234397,828.4194946289062,2573193,92,93,66,85,88,97
358,2018-06-05,824.5542628641416,833.5728138805578,823.0818670049191,825.8426513671875,4261772,90,100,70,92,93,97
359,2018-06-06,828.0512506893105,831.9163600559742,819.7688975471602,825.2904663085938,2341527,95,98,100,90,90,98
360,2018-06-07,832.8367096877352,836.8858830087888,817.1922632074131,818.4806518554688,3754717,82,94,74,83,83,92
361,2018-06-08,814.6155716726754,821.977664401451,808.1737405349969,812.4069213867188,4942560,81,90,56,85,98,95
362,2018-06-11,817.7443847656249,819.9530349364803,808.357761960257,817.744384765625,3339476,93,91,66,100,86,93
363,2018-06-12,821.4254439689851,821.4254439689851,813.5112170397675,821.057373046875,3072828,100,93,76,93,78,94
364,2018-06-13,819.5849049957118,835.229351174548,819.400897622371,824.7384033203125,3429515,84,87,67,83,90,93
365,2018-06-14,804.8607412640835,816.2720071229795,792.897340934209,812.7750244140625,7262787,74,83,52,85,80,90
366,2018-06-15,811.3025377993713,820.8732801246492,804.8607071257474,813.6952514648438,8705951,75,74,41,67,88,85
367,2018-06-18,812.9591072462671,813.8793688319349,795.6581445010645,799.5232543945312,4797753,79,86,53,66,87,89
368,2018-06-19,791.424924153583,797.8667549315772,779.461524137308,787.559814453125,5183593,72,85,56,67,82,88
369,2018-06-20,791.7931011425675,802.836240315165,791.7931011425675,798.9711303710938,3158351,85,89,40,85,89,94
370,2018-06-21,800.2593907864999,805.2288254336411,787.559793116179,791.7930297851562,3041137,80,87,40,68,79,88
371,2018-06-22,796.0262716174401,803.5724278537183,789.5844405176458,796.946533203125,2927588,70,75,39,70,81,88
372,2018-06-25,793.4495239257812,800.4434892762035,789.2162870719507,793.4495239257812,4037133,72,88,29,64,87,93
373,2018-06-26,797.3146951508618,799.3392257932016,784.7991033375752,790.8728637695312,3844204,77,89,25,71,82,93
374,2018-06-27,796.9464934884686,807.6215048831161,794.3697724106199,806.1491088867188,4328340,69,84,22,71,88,90
375,2018-06-28,805.7810323477621,814.4315138320596,802.0999859575608,806.7012939453125,3116307,74,85,19,72,87,89
376,2018-06-29,813.6952595260562,820.1370902634989,810.1982769308202,814.4314575195312,3582786,76,78,12,73,95,90
377,2018-07-02,807.8055366624859,816.456017264034,802.8361582438068,810.9344482421875,3557300,90,78,75,90,93,85
378,2018-07-03,812.7749563286566,827.4991401166094,812.2227657356261,822.3456420898438,4793767,82,78,90,96,84,86
379,2018-07-04,820.1370877435388,823.081935876697,807.6214972196933,813.14306640625,2823311,72,69,88,60,89,83
380,2018-07-05,816.0879620959317,821.057397120743,809.6461310028926,820.6892700195312,2867882,79,77,100,84,93,90
381,2018-07-06,814.4315025013601,816.4560892214661,805.7810211374117,815.5358276367188,3751865,83,72,48,77,81,83
382,2018-07-09,818.4806703427682,824.7384378425818,815.3517585087068,821.241455078125,3544297,100,84,65,91,94,91
383,2018-07-10,822.345702776762,840.5669264936743,822.345702776762,835.7815551757812,5049749,78,83,89,83,93,88
384,2018-07-11,832.6526674115667,834.6772541238089,824.7384402808036,827.6832885742188,2451932,91,79,72,80,85,88
385,2018-07-12,829.8918747064021,841.3031406707945,826.2108284170249,837.2539672851562,4042943,92,83,58,87,93,88
386,2018-07-13,842.039312000534,845.9044217155093,836.3336791992188,836.3336791992188,2534714,79,77,51,92,94,87
387,2018-07-16,839.0944270287558,842.4074021398555,827.1310274922221,831.4967651367188,2317648,94,83,51,86,92,94
388,2018-07-17,830.2599700774191,840.9349814413839,829.3397085402391,839.4625854492188,3089852,83,83,59,100,84,95
389,2018-07-18,841.1190293138771,846.6405984340996,838.358244753766,845.7203369140625,3182584,90,89,73,96,95,93
390,2018-07-19,844.2479809260448,852.8984059230235,839.6466731079788,841.6712036132812,10743085,88,100,58,86,100,90
391,2018-07-20,842.2234103186066,843.5117428312562,831.1802713445908,832.8367309570312,3412069,84,76,51,85,91,86
392,2018-07-23,832.8366537385282,832.8366537385282,822.7137772842477,831.3642578125,2927894,86,82,29,82,87,97
393,2018-07-24,834.4931027584058,840.9349331487284,830.075858867274,831.9163818359375,4399912,84,82,28,89,87,93
394,2018-07-25,832.1004300830701,839.462521822503,827.1309956916319,838.1741333007812,4847403,83,82,35,84,82,93
395,2018-07-26,842.0392227194552,850.1375122070314,835.4133290775108,850.1375122070312,6046959,74,82,26,71,94,91
396,2018-07-27,860.4445299202947,895.5985315742289,856.7634838029886,881.0584106445312,8300753,74,71,27,81,90,85
397,2018-07-30,875.9048902831612,883.4510458669356,853.6345506016046,855.8432006835938,7421598,83,87,35,83,97,92
398,2018-07-31,856.3953484192903,859.5242600559811,850.5057083896974,850.873779296875,7889463,85,85,41,85,90,92
399,2018-08-01,837.8061983381103,844.4320370439154,828.4195186138043,830.6281127929688,7586172,46,76,5,80,79,89
400,2018-08-02,825.4745988224198,828.0513198927749,820.689227595585,823.4500122070312,4651530,47,75,5,65,84,87
401,2018-08-03,825.1064691861869,837.0698691320888,820.3211541424714,835.5974731445312,7715966,44,67,5,76,80,86
402,2018-08-06,835.04540759743,844.2480236998116,834.6772804860102,838.9104614257812,2297397,47,80,6,65,77,90
403,2018-08-07,841.8552432197006,854.0027067476168,839.4625856896699,844.6160278320312,4767092,48,77,8,80,74,90
404,2018-08-08,842.9595868116071,851.6100679208835,842.4074523443376,847.3768310546875,3655415,53,77,7,80,79,87
405,2018-08-09,851.0579120215178,854.9230219550844,842.2234231747743,843.8798828125,3099948,46,73,5,75,88,84
406,2018-08-10,842.407505072305,847.9290747638387,840.7509892301957,846.6406860351562,2524789,40,71,5,72,79,87
407,2018-08-13,846.6406917655274,846.8247553234867,839.0945352356941,843.5117797851562,2492538,59,75,10,78,77,92
408,2018-08-14,845.9044534944421,856.7635288781402,845.7203899452318,852.71435546875,3640691,62,78,12,75,79,87
409,2018-08-15,855.4751564448895,861.9169876113972,840.0147728789333,843.8798828125,2605595,53,75,38,76,78,92
410,2018-08-16,850.823525041472,851.0086992428187,846.5648009466602,848.0460815429688,2641457,55,75,53,74,75,88
411,2018-08-17,847.1201250216058,851.0085565690512,846.5646590179235,849.3421020507812,2369119,60,70,14,58,92,89
412,2018-08-20,847.8608051977541,860.4519147784263,847.8608051977541,856.7486572265625,2624931,62,76,12,87,84,95
413,2018-08-21,852.675113995818,860.0816296439901,849.7124964351032,856.933837890625,1812780,85,77,16,87,84,98
414,2018-08-22,851.9344748180065,862.303608040106,847.1202283391141,858.9706420898438,3570929,80,76,27,91,78,96
415,2018-08-23,860.4519653320311,871.561738640348,859.1558025098359,860.4519653320312,2531917,78,79,100,97,81,95
416,2018-08-24,856.0078963995878,860.2666761696048,854.5266160926734,858.7853393554688,1544641,71,71,22,64,91,89
417,2018-08-28,860.8222018703221,871.7468002864796,859.1557472826414,866.7474365234375,3044218,100,93,22,73,86,100
418,2018-08-29,869.7100291139141,874.7093927347655,864.8957831585866,868.0435180664062,3247588,98,97,18,100,85,95
419,2018-08-30,860.2666919067844,866.5622180871698,841.7504051955201,863.2293090820312,3932100,90,100,16,91,74,95
420,2018-08-31,863.4144348781485,864.8957717333399,847.4904733622094,849.3421020507812,4240027,77,88,14,91,81,87
421,2018-09-03,849.8976305553397,866.1919416101546,849.8976305553397,859.526123046875,2360374,58,73,67,64,88,94
422,2018-09-04,860.822276621021,862.1184394724521,846.7498854782957,848.9718627929688,3226778,90,99,82,77,77,96
423,2018-09-05,844.3427495128062,848.4163555563292,825.456112776076,831.38134765625,4461835,92,98,97,84,83,100
424,2018-09-06,829.7148983073878,836.5658911424439,827.307746900021,829.5297241210938,2325557,95,99,99,90,88,98
425,2018-09-07,828.6038701244272,831.9367792896353,821.1973550842088,830.2703247070312,3540067,88,88,69,82,76,93
426,2018-09-10,828.6039496024796,829.5297640713092,819.3458049141838,820.6419677734375,3109188,89,91,70,66,76,93
427,2018-09-11,819.3457374062692,823.2341691564222,796.755843625172,802.3107299804688,5479358,100,95,100,79,79,94
428,2018-09-12,802.4959480662537,810.828278055074,796.9410614070404,797.6817016601562,7561757,97,95,76,86,79,93
429,2018-09-13,797.8668825347626,801.3849661469598,775.4621615201161,781.5725708007812,6007466,84,88,73,71,79,89
430,2018-09-14,786.7571037838583,789.719721308266,771.7588984786681,775.2770385742188,3939174,82,83,50,78,93,85
431,2018-09-17,776.0177150624942,785.2758599415331,774.721552176536,776.5731811523438,4096148,94,95,78,89,84,95
432,2018-09-18,775.8324939730143,781.9428466209843,774.1660392969522,778.9802856445312,3547354,86,100,69,98,86,98
433,2018-09-19,781.2021394194882,791.0158054613453,776.7582418284696,786.9421997070312,5325488,86,91,72,78,79,94
434,2018-09-20,786.9422642984406,801.1998291015625,786.9422642984406,801.1998291015625,4911068,90,89,69,81,82,89
435,2018-09-21,805.4585594307366,817.6793212890625,798.7926841891743,817.6793212890625,7131956,84,80,56,71,84,91
436,2018-09-24,814.1612483290453,824.9006733249975,814.1612483290453,822.1232299804688,2209877,89,94,69,76,93,93
437,2018-09-25,820.6419310210392,825.6412950244843,798.4223847642302,807.3101806640625,6161098,86,94,80,70,84,90
438,2018-09-26,808.7915006126617,815.0870842317544,806.199231390981,814.7167358398438,3890502,93,98,74,91,86,91
439,2018-09-27,815.2721595112309,838.7878684935212,812.3095985589789,837.6768798828125,4239532,80,90,65,100,91,85
440,2018-09-28,832.677593554548,838.9731209260736,823.9749145507814,823.9749145507812,4349443,78,82,58,73,97,83
441,2018-10-01,823.9749329911773,835.8253476923002,821.012315189088,822.49365234375,2328284,87,93,85,72,80,93
442,2018-10-02,820.6419807136216,821.1974468007858,790.6455688476562,790.6455688476562,5369038,100,93,75,85,100,100
443,2018-10-03,789.3494059679641,793.4230122979408,782.868704583967,790.6455688476562,9095838,96,97,85,94,72,96
444,2018-10-04,783.4242027514196,793.9784536290831,778.7951304786118,783.7944946289062,5308139,88,100,75,89,83,97
445,2018-10-05,786.942213408801,789.5344823397616,771.203369140625,771.203369140625,4110475,75,85,58,74,91,94
446,2018-10-08,770.2775905549739,771.7588710108425,754.5387455556535,756.2052001953125,4279066,75,91,75,77,84,91
447,2018-10-09,756.205243969958,760.4640244147572,747.8729137820998,759.7233276367188,3577791,85,93,91,80,78,93
448,2018-10-10,749.9097123100171,749.9097123100171,728.986328125,728.986328125,5024968,90,94,100,65,75,94
449,2018-10-11,721.7649055321248,733.6153754173946,708.0628632979134,722.13525390625,6834037,89,89,88,88,77,93
450,2018-10-12,733.9855972738695,733.9855972738695,719.1725678374353,719.9132080078125,4205307,64,82,64,67,79,90
451,2018-10-15,721.3946550276039,733.6154174804686,712.5068021040515,733.6154174804688,3949097,84,94,100,74,80,94
452,2018-10-16,741.5773628422698,764.9078979185285,738.7999195357445,756.7607421875,7689583,85,94,86,87,70,98
453,2018-10-17,786.9422834220074,814.7167169545489,768.7963427836389,773.4254150390625,9123468,84,90,88,100,78,93
454,2018-10-18,770.092412862901,807.4953375290758,769.7221210042344,802.6810913085938,5667583,87,84,76,89,81,91
455,2018-10-19,798.6075182810002,812.1244430929484,792.6823397326866,809.9024658203125,4057219,76,76,53,57,82,86
456,2018-10-22,806.5695374437946,819.530939379048,798.9778478659862,813.2354125976562,3779929,79,96,76,88,88,93
457,2018-10-23,808.0508327031287,827.4929359617172,806.7547263902269,821.9380493164062,5056003,82,96,50,96,90,94
458,2018-10-24,825.8264414524747,839.3433090347928,820.4567292556864,822.6786499023438,4717052,79,93,70,91,89,92
459,2018-10-25,814.7166934594907,838.0472282554581,810.0876213375618,837.6768798828125,3212576,70,91,53,80,85,92
460,2018-10-26,828.6038947981334,831.566512203885,820.0863909468078,828.9742431640625,2909594,64,79,42,80,98,94
461,2018-10-29,831.7517749058882,847.860913408129,828.4188087794971,838.0473022460938,3755426,75,90,64,79,89,89
462,2018-10-30,834.5291618186643,845.2685867583764,831.3813701084578,842.3059692382812,1793125,86,94,76,87,90,93
463,2018-10-31,849.5273028766991,854.5267234281409,831.1961883667936,831.9368286132812,5261090,73,83,77,89,88,85
464,2018-11-01,829.7149382665212,833.973662220245,817.3090017813125,820.6419677734375,5626950,68,96,58,77,75,86
465,2018-11-02,826.3819167019093,836.9362235397034,824.3451702132357,835.0845947265625,5483358,62,86,54,73,75,89
466,2018-11-05,835.4548996012358,847.1201379138815,835.0845512549957,839.713623046875,2640852,81,95,66,88,66,88
467,2018-11-06,838.7879467224808,843.2318450725439,823.7897403471884,823.9749145507812,1873908,69,97,78,100,69,86
468,2018-11-07,828.6039005283728,843.4169311523438,828.6039005283728,843.4169311523438,3167856,70,98,83,88,69,82
469,2018-11-08,841.5653141994102,853.600901751217,837.4917081174458,849.8976440429688,2780126,70,91,67,91,78,87
470,2018-11-09,849.5273393891553,861.9332759531347,844.342800933683,853.415771484375,4734696,65,82,56,71,81,84
471,2018-11-12,858.4151093182069,860.0815639102369,843.0465566184894,852.675048828125,3228248,66,86,74,66,73,87
472,2018-11-13,852.8603448351005,856.7487771101049,839.7137673849587,842.4912109375,3619996,100,99,79,74,73,94
473,2018-11-14,843.9724102542922,868.2287595777411,838.7878720585874,851.9344482421875,4448838,97,99,77,98,82,86
474,2018-11-15,855.6377060489269,878.0424265181815,846.1943875775784,860.0816040039062,4580393,80,94,75,92,72,89
475,2018-11-16,864.7107171145225,868.7843233954704,853.9712918389047,861.3778076171875,4615472,71,85,65,77,79,88
476,2018-11-19,861.1926488676909,883.9676626915124,859.7113117811264,872.1172485351562,4397661,65,83,97,78,87,91
477,2018-11-20,870.265495124934,870.265495124934,855.0821170751839,868.0435180664062,4213770,59,81,79,77,76,91
478,2018-11-21,865.6365005077301,888.5966872946177,862.4887088120831,882.6715087890625,4103191,51,74,88,94,80,81
479,2018-11-22,883.0418950230485,891.3742258648607,877.3018335861309,881.7457885742188,3960933,42,63,82,62,72,75
480,2018-11-23,872.4875541404549,880.4495357515095,863.0442355154913,878.7830810546875,3995677,40,56,52,54,70,84
481,2018-11-26,883.2269503285548,898.0399809420317,878.9682266300713,892.11474609375,4296235,71,89,100,76,77,98
482,2018-11-27,893.0405455704001,898.7806061385616,890.4482765578446,891.5592651367188,4016770,76,97,60,76,75,100
483,2018-11-28,892.1146882660786,897.1141083769511,884.1527074303285,890.0779418945312,3465814,77,100,64,87,90,96
484,2018-11-29,889.7076416015624,895.2625280215514,880.0791492040242,889.7076416015625,2553817,74,96,74,92,80,97
485,2018-11-30,892.4851535819096,898.9658549045997,887.6709070121792,891.9296875,3755942,67,84,67,76,92,96
486,2018-12-03,898.0400036017437,907.8536140279022,893.4109314182296,894.8922119140625,3487447,100,95,94,90,91,94
487,2018-12-04,897.2993244717052,908.4090972307262,886.9301919285069,889.5224609375,3763474,97,100,78,98,92,93
488,2018-12-05,879.5237617523637,881.7457391217887,856.3783996009857,857.8596801757812,4246005,100,96,80,95,84,93
489,2018-12-06,854.7119462751216,857.489389737991,844.5279869112671,851.7493286132812,3646981,96,100,100,83,94,93
490,2018-12-07,858.0448224928405,862.8590689428949,844.5279541015625,844.5279541015625,3738453,80,84,67,90,92,90
491,2018-12-10,844.5279977463113,860.2668442378292,844.5279977463113,848.0460815429688,2443512,100,92,97,97,89,100
492,2018-12-11,856.9338283544145,860.2667942633398,847.6756838972267,854.5267333984375,2621969,98,88,100,99,80,94
493,2018-12-12,858.7854571869581,869.1545902797433,856.563536421723,862.6738891601562,4138322,89,93,85,87,83,92
494,2018-12-13,864.895760417558,870.2654722427175,853.7859884314807,865.2660522460938,2647011,89,90,68,90,88,91
495,2018-12-14,861.3776859166232,880.4494387482385,860.822163407401,875.6351928710938,2911347,80,81,57,92,87,95
496,2018-12-17,874.5243490726389,880.8199328422546,869.1546363049365,870.265625,3268619,69,85,88,100,86,94
497,2018-12-18,870.4507140230596,872.8578088707924,853.7860547495125,857.3041381835938,3340867,75,86,80,75,100,98
498,2018-12-19,857.3041069502516,871.0061483300849,855.4524782095383,868.4138793945312,2271859,71,85,56,95,86,95
499,2018-12-20,859.5261209101925,871.9320001007699,858.4151323166652,863.5996704101562,3548480,68,81,48,79,95,90
500,2018-12-21,864.1552638867414,866.7475331462495,849.5273498012851,857.8596801757812,6467873,51,71,38,60,89,88
501,2018-12-24,851.5641392574607,862.8590871068725,851.5641392574607,859.3410034179688,491938,38,93,33,55,84,77
502,2018-12-27,867.3029341615036,874.8946236789997,839.7136758485213,847.4905395507812,2276737,50,56,44,65,65,82
503,2018-12-28,854.7118316271675,873.4132930700548,850.4530516510193,868.2286987304688,2157899,46,56,28,53,78,84
504,2018-12-31,874.3391884531765,874.3391884531765,862.3036006132213,868.7843017578125,610277,41,52,50,57,82,77
505,2019-01-02,863.9699861997165,874.8945845251463,858.0447515958095,872.672607421875,1991068,53,52,41,56,72,99
506,2019-01-03,871.9320175714208,884.5231277049688,868.228759856947,876.3759155273438,2256326,53,57,52,74,77,98
507,2019-01-04,882.4862953391611,891.5592651367188,879.523677964572,891.5592651367188,2473967,62,57,57,78,78,91
508,2019-01-07,898.0399687108859,909.7052075572296,894.1515369263626,903.780029296875,3025198,80,65,86,80,82,99
509,2019-01-08,903.4096301276404,936.4612136764908,901.3728272591288,930.4434204101562,4186480,85,65,89,83,85,98
510,2019-01-09,939.7016606945316,951.737248466974,933.6838668083104,944.7936401367188,3282101,87,68,87,98,87,100
511,2019-01-10,942.479010120304,950.348432110503,930.9063307229526,945.7193603515624,4016405,88,69,100,93,86,97
512,2019-01-11,948.4968488038892,953.588827982436,936.924168852646,951.2742919921876,4510540,81,78,64,89,90,96
513,2019-01-14,944.3306881892538,950.8113889905526,917.4820705838732,918.0375366210938,7443999,92,98,85,77,82,94
514,2019-01-15,919.8891745491684,925.2589433293078,889.1521813637984,904.1503295898438,6283101,90,100,87,95,87,93
515,2019-01-16,868.4139392010883,877.1166174846729,830.270373214051,850.0828247070312,14656135,93,97,78,90,88,95
516,2019-01-17,839.528448873755,857.8595618681516,826.7522220296133,839.713623046875,5068754,80,100,83,82,86,94
517,2019-01-18,840.0839982431758,860.266740599388,838.4174871390564,856.7486572265625,4198922,81,90,98,76,95,89
518,2019-01-21,851.1938314089281,866.9326771232011,849.712494378541,864.8958740234375,2325941,70,84,68,82,93,85
